model,epoch,acc,auroc,f1,hyperparams
cnn,20,27.6943,0.6975,0.1162,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 16; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7fc3f72f2160>}
cnn,25,28.8588,0.7043,0.1322,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 16; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7fc3f72f2160>}
cnn,30,30.0445,0.7064,0.1234,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 16; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7fc3f72f2160>}
cnn,35,30.8702,0.7218,0.1512,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 16; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7fc3f72f2160>}
cnn,40,29.2611,0.7239,0.148,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 16; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7fc3f72f2160>}
cnn,45,35.9094,0.7462,0.222,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 16; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7fc3f72f2160>}
cnn,50,38.1114,0.7702,0.2614,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 16; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7fc3f72f2160>}
transformer,5,44.2727,0.8204,0.3724,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 1; 'factory': <function build_transformer at 0x7f05257002c0>}
transformer,10,51.7891,0.8735,0.4845,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 1; 'factory': <function build_transformer at 0x7f05257002c0>}
transformer,15,53.8429,0.8882,0.5071,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 1; 'factory': <function build_transformer at 0x7f05257002c0>}
transformer,20,54.8592,0.8929,0.528,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 1; 'factory': <function build_transformer at 0x7f05257002c0>}
transformer,25,55.3038,0.8955,0.5307,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 1; 'factory': <function build_transformer at 0x7f05257002c0>}
transformer,30,55.0921,0.8877,0.5117,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 1; 'factory': <function build_transformer at 0x7f05257002c0>}
transformer,35,54.0123,0.8825,0.5153,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 1; 'factory': <function build_transformer at 0x7f05257002c0>}
transformer,40,53.5676,0.8771,0.5063,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 1; 'factory': <function build_transformer at 0x7f05257002c0>}
transformer,45,51.1116,0.8736,0.499,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 1; 'factory': <function build_transformer at 0x7f05257002c0>}
transformer,50,52.0644,0.8708,0.5062,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 1; 'factory': <function build_transformer at 0x7f05257002c0>}
transformer,5,45.7125,0.8326,0.398,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 4; 'factory': <function build_transformer at 0x7fc3e5cdc2c0>}
transformer,10,51.2174,0.8772,0.4815,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 4; 'factory': <function build_transformer at 0x7fc3e5cdc2c0>}
transformer,15,54.5839,0.8913,0.5111,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 4; 'factory': <function build_transformer at 0x7fc3e5cdc2c0>}
transformer,20,54.9015,0.8929,0.506,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 4; 'factory': <function build_transformer at 0x7fc3e5cdc2c0>}
transformer,25,54.7322,0.8934,0.5269,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 4; 'factory': <function build_transformer at 0x7fc3e5cdc2c0>}
transformer,30,54.0546,0.8896,0.5233,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 4; 'factory': <function build_transformer at 0x7fc3e5cdc2c0>}
transformer,35,53.8641,0.8854,0.5123,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 4; 'factory': <function build_transformer at 0x7fc3e5cdc2c0>}
transformer,40,52.5725,0.8752,0.5085,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 4; 'factory': <function build_transformer at 0x7fc3e5cdc2c0>}
transformer,45,52.3184,0.8762,0.4958,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 4; 'factory': <function build_transformer at 0x7fc3e5cdc2c0>}
transformer,50,50.6458,0.8682,0.4917,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 4; 'factory': <function build_transformer at 0x7fc3e5cdc2c0>}
transformer,5,44.8656,0.8258,0.373,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 8; 'factory': <function build_transformer at 0x7fcca05b42c0>}
transformer,10,52.3396,0.8753,0.5006,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 8; 'factory': <function build_transformer at 0x7fcca05b42c0>}
transformer,15,54.4357,0.8855,0.5108,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 8; 'factory': <function build_transformer at 0x7fcca05b42c0>}
transformer,20,55.4944,0.8925,0.5285,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 8; 'factory': <function build_transformer at 0x7fcca05b42c0>}
transformer,25,54.5416,0.8926,0.5295,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 8; 'factory': <function build_transformer at 0x7fcca05b42c0>}
transformer,30,53.9911,0.888,0.5182,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 8; 'factory': <function build_transformer at 0x7fcca05b42c0>}
transformer,35,51.2386,0.8778,0.4778,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 8; 'factory': <function build_transformer at 0x7fcca05b42c0>}
transformer,40,54.1605,0.879,0.521,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 8; 'factory': <function build_transformer at 0x7fcca05b42c0>}
transformer,45,52.7631,0.876,0.5133,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 8; 'factory': <function build_transformer at 0x7fcca05b42c0>}
transformer,50,52.5090,0.8709,0.5016,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 8; 'factory': <function build_transformer at 0x7fcca05b42c0>}
transformer,5,45.5007,0.8289,0.3975,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 16; 'factory': <function build_transformer at 0x7f921e6942c0>}
transformer,10,51.7044,0.8742,0.477,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 16; 'factory': <function build_transformer at 0x7f921e6942c0>}
transformer,15,54.4146,0.8912,0.5204,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 16; 'factory': <function build_transformer at 0x7f921e6942c0>}
transformer,20,54.3934,0.8951,0.5183,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 16; 'factory': <function build_transformer at 0x7f921e6942c0>}
transformer,25,53.5253,0.893,0.5127,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 16; 'factory': <function build_transformer at 0x7f921e6942c0>}
transformer,30,54.8592,0.8911,0.527,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 16; 'factory': <function build_transformer at 0x7f921e6942c0>}
transformer,35,52.1491,0.882,0.4933,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 16; 'factory': <function build_transformer at 0x7f921e6942c0>}
transformer,40,52.1491,0.8763,0.5035,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 16; 'factory': <function build_transformer at 0x7f921e6942c0>}
transformer,45,51.3233,0.8748,0.4885,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 16; 'factory': <function build_transformer at 0x7f921e6942c0>}
transformer,50,51.6409,0.8721,0.5033,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 16; 'factory': <function build_transformer at 0x7f921e6942c0>}
transformer,5,48.6979,0.8457,0.4511,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 1; 'factory': <function build_transformer at 0x7f6862b702c0>}
transformer,10,52.3396,0.8871,0.5001,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 1; 'factory': <function build_transformer at 0x7f6862b702c0>}
transformer,15,52.7419,0.8872,0.4908,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 1; 'factory': <function build_transformer at 0x7f6862b702c0>}
transformer,20,53.1442,0.8826,0.4969,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 1; 'factory': <function build_transformer at 0x7f6862b702c0>}
transformer,25,53.1230,0.879,0.4985,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 1; 'factory': <function build_transformer at 0x7f6862b702c0>}
transformer,30,51.7468,0.8681,0.4937,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 1; 'factory': <function build_transformer at 0x7f6862b702c0>}
transformer,35,51.9373,0.8709,0.4938,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 1; 'factory': <function build_transformer at 0x7f6862b702c0>}
transformer,40,49.9894,0.8642,0.4775,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 1; 'factory': <function build_transformer at 0x7f6862b702c0>}
transformer,45,48.4014,0.8534,0.4694,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 1; 'factory': <function build_transformer at 0x7f6862b702c0>}
transformer,50,50.3705,0.8551,0.4865,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 1; 'factory': <function build_transformer at 0x7f6862b702c0>}
transformer,5,46.3900,0.8458,0.4196,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 4; 'factory': <function build_transformer at 0x7fc8fa3a02c0>}
transformer,10,52.6996,0.8843,0.4906,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 4; 'factory': <function build_transformer at 0x7fc8fa3a02c0>}
transformer,15,53.1230,0.8887,0.508,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 4; 'factory': <function build_transformer at 0x7fc8fa3a02c0>}
transformer,20,52.9536,0.8786,0.501,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 4; 'factory': <function build_transformer at 0x7fc8fa3a02c0>}
transformer,25,50.9845,0.8654,0.4973,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 4; 'factory': <function build_transformer at 0x7fc8fa3a02c0>}
transformer,30,49.9047,0.8583,0.4764,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 4; 'factory': <function build_transformer at 0x7fc8fa3a02c0>}
transformer,35,49.9259,0.8559,0.485,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 4; 'factory': <function build_transformer at 0x7fc8fa3a02c0>}
transformer,40,49.7989,0.8559,0.4758,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 4; 'factory': <function build_transformer at 0x7fc8fa3a02c0>}
transformer,45,50.6034,0.8522,0.4827,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 4; 'factory': <function build_transformer at 0x7fc8fa3a02c0>}
transformer,50,48.8672,0.8488,0.4733,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 4; 'factory': <function build_transformer at 0x7fc8fa3a02c0>}
transformer,5,47.6392,0.8421,0.4222,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 8; 'factory': <function build_transformer at 0x7f31b86382c0>}
transformer,10,52.1702,0.8859,0.4926,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 8; 'factory': <function build_transformer at 0x7f31b86382c0>}
transformer,15,54.5839,0.8906,0.5229,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 256; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 8; 'factory': <function build_transformer at 0x7f31b86382c0>}
